,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played
2696,25,25,3788770,2358,30262,Vlatko Stojanovski,,18,False,0,Substitute,17
2697,29,29,3788770,2358,41836,Ferhan Hasani,,11,False,0,Substitute,27
2698,10,10,3788771,785,11127,Borna Barišić,,3,False,0,Substitute,24
2699,13,13,3788771,785,29163,Josip Juranović,,22,True,2,Right Back,96
2700,23,23,3788771,942,10002,Scott McKenna,,26,False,0,Substitute,64
2701,28,28,3788771,942,37338,Nathan Patterson,,22,False,0,Substitute,11
2702,5,5,3788772,768,3336,Harry Maguire,,6,True,5,Left Center Back,93
2703,13,13,3788772,768,12423,Jadon Sancho,,17,False,0,Substitute,10
2704,14,14,3788772,768,22084,Bukayo Saka,,25,True,17,Right Wing,83
2705,27,27,3788772,912,20355,Tomáš Pekhart,,24,False,0,Substitute,19
2706,9,9,3788773,780,9927,Rúben Diogo Da Silva Neves,Rúben Neves,18,False,0,Substitute,23
2707,11,11,3788773,780,11173,Sérgio Miguel Relvas de Oliveira,Sérgio Oliveira,24,False,0,Substitute,8
2708,12,12,3788773,780,12169,João Maria Lobo Alves Palhinha Gonçalves,João Palhinha,26,False,0,Substitute,55
2709,14,14,3788773,780,16028,José Diogo Dalot Teixeira,Diogo Dalot,20,False,0,Substitute,17
2710,15,15,3788774,770,39565,Jamal Musiala,,14,False,0,Substitute,12
2711,15,15,3788775,772,31953,Eric García Martret,Eric García,12,True,3,Right Center Back,74
2712,12,12,3788776,789,18927,Jakub Świerczok,,24,False,0,Substitute,35
2713,14,14,3788776,789,27691,Przemysław Płacheta,,17,False,0,Substitute,18
2714,27,27,3788776,790,22818,Dejan Kulusevski,,21,False,0,Substitute,41
2715,0,0,3793185,781,38429,Luís Antônio Corrêa da Costa,Müller,15,True,22,Right Center Forward,93
2716,1,1,3793185,781,38630,Carlos Caetano Bledorn Verri,Dunga,4,True,11,Left Defensive Midfield,93
2717,2,2,3793185,781,38631,Claudio Andre Mergen Taffarel,Claudio Taffarel,1,True,1,Goalkeeper,93
2718,3,3,3793185,781,39654,Jorge José de Amorim Campos,Jorginho,2,True,7,Right Wing Back,93
2719,4,4,3793185,781,39656,Cláudio Ibrahim Vaz Leal,Branco,6,True,8,Left Wing Back,93
2720,7,7,3793185,781,42193,Ricardo Roberto Barreto da Rocha,Ricardo Rocha,19,True,3,Right Center Back,93
2721,8,8,3793185,781,398676,Paulo Silas do Prado Pereira,,10,False,0,Substitute,9
2722,9,9,3793185,781,398677,Mauro Geraldo Galvao,Mauro Galvao,21,True,4,Center Back,84
2723,10,10,3793185,781,398680,Valdo Cândido de Oliveira Filho,,8,True,19,Center Attacking Midfield,93
2724,11,11,3793185,781,398683,Ricardo Gomes Raymundo,Ricardo Gomes,3,True,5,Left Center Back,83
2725,12,12,3793185,781,398693,Renato Portaluppi,Renato Gaúcho,17,False,0,Substitute,9
2726,18,18,3793185,779,397968,Juan Ernesto Simón,Juan Simón,20,True,3,Right Center Back,93
2727,19,19,3793185,779,397969,Gabriel Humberto Calderón,Gabriel Calderón,6,False,0,Substitute,30
2728,20,20,3793185,779,398655,Claudio Paul Caniggia,Claudio Caniggia,8,True,23,Center Forward,93
2729,21,21,3793185,779,398678,Pedro Damián Monzón,Pedro Monzón,15,True,6,Left Back,93
2730,22,22,3793185,779,398681,José Horacio Basualdo,José Basualdo,4,True,2,Right Back,93
2731,23,23,3793185,779,398682,Pedro Antonio Troglio,Pedro Troglio,21,True,11,Left Defensive Midfield,63
2732,24,24,3793185,779,398687,Sergio Javier Goycochea,Sergio Goycochea,12,True,1,Goalkeeper,93
2733,26,26,3794685,915,9086,Louis Schaub,,17,False,0,Substitute,17
2734,27,27,3794685,915,9164,Christopher Trimmel,,16,False,0,Substitute,8
2735,29,29,3794686,785,16527,Mislav Oršić,,18,False,0,Substitute,62
2736,10,10,3794689,776,8247,Joachim Andersen,,2,False,0,Substitute,20
2737,12,12,3794689,776,16301,Nicolai Møller Boilesen,Nicolai Boilesen,26,False,0,Substitute,21
2738,19,19,3794690,912,9397,Pavel Kadeřábek,,2,True,6,Left Back,98
2739,26,26,3794690,912,22026,Michal Sadílek,,26,False,0,Substitute,5
2740,0,0,3794691,771,2972,Marcus Thuram,,26,False,0,Substitute,10
2741,29,29,3794691,773,16022,Christian Fassnacht,,16,False,0,Substitute,47
2742,9,9,3794692,790,7966,Filip Helander,,14,False,0,Substitute,29
2743,20,20,3794692,911,16311,Evgeny Makarenko,,14,False,0,Substitute,36
2744,25,25,3794692,911,18618,Serhiy Kryvtsov,Sergiy Kryvtsov,4,True,4,Center Back,129
2745,30,30,3794692,911,23725,Roman Bezus,,18,False,0,Substitute,8
2746,31,31,3794692,911,25079,Artem Dovbyk,,26,False,0,Substitute,24
2747,30,30,3795109,912,27622,Jakub Brabec,,4,False,0,Substitute,32
2748,0,0,3802643,138,2940,Jean Eudès Aholou,,6,False,0,Substitute,19
2749,1,1,3802643,138,2946,Frédéric Guilbert,,2,True,7,Right Wing Back,82
2750,2,2,3802643,138,2989,Alexander Djiku,,24,True,5,Left Center Back,96
2751,3,3,3802643,138,3215,Dimitri Liénard,,11,True,8,Left Wing Back,96
2752,4,4,3802643,138,3229,Maxime Le Marchand,,23,False,0,Substitute,27
2753,5,5,3802643,138,3375,Adrien Thomasson,,10,True,13,Right Center Midfield,69
2754,7,7,3802643,138,4598,Gerzino Nyamsi,,22,True,4,Center Back,96
2755,9,9,3802643,138,7208,Ludovic Ajorque,,25,True,22,Right Center Forward,69
2756,10,10,3802643,138,7422,Ibrahima Sissoko,,27,False,0,Substitute,27
2757,11,11,3802643,138,10479,Matz Sels,,1,True,1,Goalkeeper,96
2758,12,12,3802643,138,10480,Anthony Caci,,19,False,0,Substitute,14
2759,13,13,3802643,138,18516,Habibou Mouhamadou Diallo,Habib Diallo,20,False,0,Substitute,27
2760,14,14,3802643,138,19718,Jean-Ricner Bellegarde,,17,True,15,Left Center Midfield,96
2761,15,15,3802643,138,32028,Lucas Perrin,,5,True,3,Right Center Back,69
2762,21,21,3802643,131,4372,Marcos Aoás Corrêa,Marquinhos,5,True,3,Right Center Back,96
2763,23,23,3802643,131,5245,Achraf Hakimi Mouh,Achraf Hakimi,2,True,7,Right Wing Back,90
2764,26,26,3802643,131,8511,Thilo Kehrer,,24,False,0,Substitute,6
2765,29,29,3802643,131,41092,Nuno Mendes,,25,False,0,Substitute,15
2766,12,12,3802665,131,39167,Xavi Simons,,34,False,0,Substitute,26
2767,14,14,3802665,131,86485,Edouard Michut,,38,False,0,Substitute,27
2768,15,15,3802665,131,144062,Djeidi Gassama,,33,False,0,Substitute,6
2769,16,16,3802665,139,3019,Salomon Junior Sambia,Junior Sambia,6,False,0,Substitute,19
2770,17,17,3802665,139,3070,Florent Mollet,,25,True,21,Left Wing,77
2771,18,18,3802665,139,3118,Jordan Ferri,,12,True,11,Left Defensive Midfield,95
2772,19,19,3802665,139,3210,Valère Germain,,9,False,0,Substitute,42
2773,20,20,3802665,139,3224,Arnaud Souquet,,2,True,7,Right Wing Back,76
2774,21,21,3802665,139,4121,Stephy Alvaro Mavididi,Stephy Mavididi,10,True,23,Center Forward,53
2775,22,22,3802665,139,4476,Nicolas Louis Marcel Cozza,Nicolas Cozza,31,True,4,Center Back,95
2776,23,23,3802665,139,6408,Ambroise Oyongo Bitolo,Ambroise Oyongo,8,False,0,Substitute,22
2777,24,24,3802665,139,22823,Dimitry Bertaud,,16,True,1,Goalkeeper,95
2778,25,25,3802665,139,23252,Mihailo Ristić,,7,True,8,Left Wing Back,95
2779,26,26,3802665,139,23632,Leo Leroy,Léo Leroy,18,False,0,Substitute,18
2780,27,27,3802665,139,25153,Matheus Soares Thuler,Thuler,26,True,3,Right Center Back,53
2781,28,28,3802665,139,29969,Joris Chotard,,13,True,9,Right Defensive Midfield,95
2782,29,29,3802665,139,32759,Nicholas Gioacchini,,23,False,0,Substitute,42
2783,30,30,3802665,139,112254,Maxime Esteve,,14,True,5,Left Center Back,95
2784,31,31,3802665,139,121296,Sacha Delaye,,34,True,17,Right Wing,73
2785,13,13,3802676,168,3010,Corentin Jean,,25,False,0,Substitute,12
2786,14,14,3802676,168,3735,Wesley Saïd,,22,False,0,Substitute,12
2787,16,16,3802676,168,4898,Ignatius Kpene Ganago,Ignatius Ganago,9,False,0,Substitute,21
2788,17,17,3802676,168,7252,Jonathan Clauss,,11,True,7,Right Wing Back,72
2789,18,18,3802676,168,7282,Jean-Louis Leca,,16,True,1,Goalkeeper,93
2790,19,19,3802676,168,7324,Jonathan Gradit,,24,True,3,Right Center Back,93
2791,20,20,3802676,168,7791,Seko Fofana,,8,True,11,Left Defensive Midfield,93
2792,22,22,3802676,168,9860,Florian Sotoca,,7,True,17,Right Wing,81
2793,23,23,3802676,168,11820,Kevin Danso,,4,True,4,Center Back,56
2794,24,24,3802676,168,13851,Cheick Oumar Doucoure,Cheick Doucouré,28,True,9,Right Defensive Midfield,93
2795,25,25,3802676,168,27473,Deiver Andrés Machado Mena,,3,False,0,Substitute,21
2796,26,26,3802676,168,35705,Arnaud Kalimuendo Muinga,Arnaud Kalimuendo,15,True,23,Center Forward,60
2797,27,27,3802676,168,36995,David Pereira da Costa,David Costa,20,True,21,Left Wing,72
2798,28,28,3802676,168,74588,Christopher Wooh,,5,True,5,Left Center Back,93
2799,9,9,3802683,131,6987,Mauro Emanuel Icardi Rivero,Mauro Icardi,9,False,0,Substitute,5
2800,12,12,3802683,131,8553,Abdou Diallo,,22,True,5,Left Center Back,95
2801,14,14,3802683,131,16308,Leandro Daniel Paredes,Leandro Paredes,8,False,0,Substitute,12
2802,15,15,3802683,129,3446,Djibril Sidibé,,19,True,2,Right Back,95
2803,17,17,3802683,129,5723,Gelson Dany Batalha Martins,Gelson Martins,7,True,21,Left Wing,87
2804,20,20,3802683,129,7439,Axel Disasi,,6,True,5,Left Center Back,95
2805,21,21,3802683,129,10463,Sofiane Diop,,37,True,19,Center Attacking Midfield,67
2806,22,22,3802683,129,10481,Aurélien Djani Tchouaméni,Aurélien Tchouaméni,8,True,11,Left Defensive Midfield,95
2807,23,23,3802683,129,11990,Youssouf Fofana,,22,True,9,Right Defensive Midfield,57
2808,24,24,3802683,129,15636,Myron Boadu,,9,False,0,Substitute,38
2809,25,25,3802683,129,20662,Alexander Nübel,,16,True,1,Goalkeeper,95
2810,26,26,3802683,129,21367,Wilson Isidor,,39,False,0,Substitute,8
2811,27,27,3802683,129,25100,Jean Lucas de Souza Oliveira,Jean Lucas,11,False,0,Substitute,38
2812,28,28,3802683,129,25295,Caio Henrique Oliveira Silva,Caio Henrique,12,True,6,Left Back,45
2813,29,29,3802683,129,32915,Ismail Jakobs,,14,False,0,Substitute,50
2814,30,30,3802683,129,45114,Eliot Matazo,,36,False,0,Substitute,28
2815,16,16,3802685,168,4350,Yannick Cahuzac,,18,False,0,Substitute,15
2816,26,26,3802685,168,30415,Facundo Axel Medina,Facundo Medina,14,True,5,Left Center Back,95
2817,12,12,3802690,131,136603,Sekou Oumar Yansane,S.Yansane,33,False,0,Substitute,19
2818,13,13,3802690,165,3770,Thomas Monconduit,,23,True,9,Right Defensive Midfield,93
2819,14,14,3802690,165,7199,Vincent Le Goff,,25,True,6,Left Back,93
2820,15,15,3802690,165,7260,Laurent Abergel,,6,True,11,Left Defensive Midfield,93
2821,16,16,3802690,165,7570,Julien Laporte,,15,True,3,Right Center Back,93
2822,17,17,3802690,165,9361,Houboulang Mendes,,17,True,2,Right Back,93
2823,18,18,3802690,165,10688,Armand Lauriente,Armand Laurienté,28,True,24,Left Center Forward,77
2824,19,19,3802690,165,16620,Igor Silva de Almeida,Igor Silva,2,False,0,Substitute,16
2825,20,20,3802690,165,24021,Paul Nardi,,30,True,1,Goalkeeper,93
2826,21,21,3802690,165,24959,Enzo Le Fée,,10,True,16,Left Midfield,93
2827,22,22,3802690,165,34335,Terem Igobor Moffi,Terem Moffi,13,True,22,Right Center Forward,93
2828,23,23,3802690,165,48500,Moritz Jenz,,3,True,5,Left Center Back,93
2829,24,24,3802690,165,95042,Dango Aboubacar Faissal Ouattara,Dango Ouattara,38,True,12,Right Midfield,93
2830,4,4,3802696,131,3186,Julian Draxler,,23,False,0,Substitute,16
2831,16,16,3802696,156,7378,Yunis Abdelhamid,,5,True,5,Left Center Back,97
2832,17,17,3802696,156,8088,Mitchell van Bergen,,19,False,0,Substitute,26
2833,18,18,3802696,156,8854,Wout Faes,,2,True,4,Center Back,97
2834,19,19,3802696,156,15731,Predrag Rajković,,1,True,1,Goalkeeper,97
2835,20,20,3802696,156,15782,Thomas Foket,,32,True,7,Right Wing Back,97
2836,21,21,3802696,156,18857,Valon Berisha,,14,False,0,Substitute,52
2837,22,22,3802696,156,24909,Moreto Moro Cassamã,Moreto Cassamã,23,True,13,Right Center Midfield,45
2838,23,23,3802696,156,29962,Nathanaël Mbuku,,11,True,8,Left Wing Back,45
2839,24,24,3802696,156,30682,Alexis Flips,,12,False,0,Substitute,22
2840,25,25,3802696,156,31308,Marshall Nyasha Munetsi,Marshall Munetsi,15,True,15,Left Center Midfield,97
2841,26,26,3802696,156,31799,Andreaw Gravillon,,6,True,3,Right Center Back,97
2842,27,27,3802696,156,34865,El Bilal Toure,El Bilal Touré,27,True,24,Left Center Forward,81
2843,28,28,3802696,156,45039,Ilan Kebbal,,20,True,22,Right Center Forward,75
2844,29,29,3802696,156,50429,Hugo Ekitike,,22,False,0,Substitute,16
2845,30,30,3802696,156,104614,Dion Lopy,,26,True,10,Center Defensive Midfield,71
2846,31,31,3802696,156,132418,Bradley Locko,,28,False,0,Substitute,52
2847,12,12,3802699,131,10450,Colin Dagba,,17,False,0,Substitute,31
2848,16,16,3802699,143,3007,Nanitamo Jonathan Ikoné,Jonathan Ikoné,10,True,12,Right Midfield,80
2849,17,17,3802699,143,3154,Miguel Ângelo da Silva Rocha,Xeka,8,True,13,Right Center Midfield,96
2850,18,18,3802699,143,3377,Timothy Weah,,22,False,0,Substitute,16
2851,21,21,3802699,143,4256,Jonathan Bamba,,7,True,16,Left Midfield,90
2852,23,23,3802699,143,10848,Reinildo Isnard Mandava,Reinildo Mandava,28,True,6,Left Back,96
2853,25,25,3802699,143,23640,Jonathan David,,9,True,22,Right Center Forward,96
2854,26,26,3802699,143,29342,Ivo Grbić,,1,True,1,Goalkeeper,96
2855,28,28,3802699,143,29992,Tiago Emanuel Embaló Djaló,Tiago Djaló,3,True,5,Left Center Back,96
2856,29,29,3802699,143,48347,Amadou Onana,,24,False,0,Substitute,21
2857,16,16,3802709,135,4260,Romain Hamouma,,21,False,0,Substitute,36
2858,17,17,3802709,135,4894,Zaydou Youssouf,,28,True,9,Right Defensive Midfield,56
2859,18,18,3802709,135,6661,Ryad Boudebouz,,7,True,23,Center Forward,92
2860,19,19,3802709,135,7190,Denis Bouanga,,20,True,21,Left Wing,71
2861,20,20,3802709,135,7193,Paul Bernardoni,,50,True,1,Goalkeeper,92
2862,21,21,3802709,135,7241,Arnaud Nordin,,18,True,17,Right Wing,66
2863,22,22,3802709,135,7329,Sada Thioub,,9,False,0,Substitute,26
2864,23,23,3802709,135,7386,Harold Moukoudi,,2,False,0,Substitute,37
2865,24,24,3802709,135,10475,Mahdi Camara,,8,True,3,Right Center Back,92
2866,26,26,3802709,135,12557,Falaye Sacko,,14,True,7,Right Wing Back,92
2867,27,27,3802709,135,31031,Adil Aouchiche,,17,False,0,Substitute,21
2868,28,28,3802709,135,40807,Mickaël Nade,,3,True,5,Left Center Back,92
2869,29,29,3802709,135,43074,Aimen Moueffek,,29,False,0,Substitute,26
2870,30,30,3802709,135,46007,Lucas Gourna-Douath,,6,True,11,Left Defensive Midfield,66
2871,0,0,3802752,137,2947,Anthony Lopes,,1,True,1,Goalkeeper,98
2872,3,3,3802752,137,3811,Islam Slimani,,20,True,23,Center Forward,98
2873,4,4,3802752,137,4308,Houssem Aouar,,8,False,0,Substitute,31
2874,8,8,3802752,137,22600,Lucas Tolentino Coelho de Lima,Lucas Paquetá,10,True,19,Center Attacking Midfield,88
2875,9,9,3802752,137,25142,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,39,True,11,Left Defensive Midfield,98
2876,10,10,3802752,137,32649,Mathis Rayan Cherki,Rayan Cherki,18,False,0,Substitute,17
2877,11,11,3802752,137,33158,Maxence Caqueret,,25,True,9,Right Defensive Midfield,98
2878,12,12,3802752,137,39018,Sinaly Diomande,Sinaly Diomandé,2,False,0,Substitute,31
2879,13,13,3802752,137,39260,Malo Gusto,,17,True,2,Right Back,98
2880,14,14,3802752,137,106391,Habib Keita,,19,False,0,Substitute,10
2881,12,12,3802793,131,28346,Eric Junior Dina Ebimbe,Éric Ebimbe,28,True,15,Left Center Midfield,61
2882,14,14,3802793,136,3038,Andy Delort,,7,True,22,Right Center Forward,93
2883,16,16,3802793,136,3360,Walter Daniel Benítez,Walter Benítez,40,True,1,Goalkeeper,93
2884,19,19,3802793,136,4435,Amine Gouiri,,11,False,0,Substitute,14
2885,21,21,3802793,136,8063,Justin Kluivert,,21,True,16,Left Midfield,73
2886,22,22,3802793,136,8666,Calvin Stengs,,22,False,0,Substitute,20
2887,24,24,3802793,136,22072,Khéphren Thuram-Ulien,Khéphren Thuram,19,False,0,Substitute,20
2888,25,25,3802793,136,29305,Jordan Lotomba,,23,True,2,Right Back,93
2889,26,26,3802793,136,32015,Hichem Boudaoui,,28,True,12,Right Midfield,79
2890,27,27,3802793,136,33221,Melvin Bard,,26,True,6,Left Back,93
2891,1,1,3802795,134,3108,Baptiste Santamaría,,8,True,15,Left Center Midfield,97
2892,2,2,3802795,134,3190,Gaëtan Laborde,,24,True,23,Center Forward,80
2893,3,3,3802795,134,3248,Hamari Traoré,,27,True,2,Right Back,97
2894,4,4,3802795,134,3426,Benjamin Bourigeaud,,14,True,17,Right Wing,80
2895,5,5,3802795,134,4420,Martin Terrier,,7,True,21,Left Wing,89
2896,6,6,3802795,134,9102,Serhou Guirassy,,9,False,0,Substitute,17
2897,7,7,3802795,134,12149,Nayef Aguerd,,6,True,5,Left Center Back,97
2898,8,8,3802795,134,16353,Birger Meling,,25,True,6,Left Back,97
2899,9,9,3802795,134,28914,Lovro Majer,,21,True,13,Right Center Midfield,86
2900,10,10,3802795,134,35658,Kamaldeen Sulemana,,10,False,0,Substitute,17
2901,11,11,3802795,134,36360,Doğan Alemdar,,40,True,1,Goalkeeper,97
2902,12,12,3802795,134,39245,Lorenz Assignon,,22,False,0,Substitute,8
2903,13,13,3802795,134,39265,Warmed Omari,,23,True,3,Right Center Back,97
2904,14,14,3802795,134,45026,Adrien Truffert,,3,False,0,Substitute,11
2905,16,16,3802802,156,8948,Anastasios Donis,,17,False,0,Substitute,28
2906,19,19,3802802,156,22098,Azor Matusiwa,,21,True,9,Right Defensive Midfield,45
2907,20,20,3802802,156,23922,Maxime Busi,,4,True,8,Left Wing Back,91
2908,29,29,3802802,156,174498,Martin Adeline,,33,False,0,Substitute,34
2909,22,22,3802805,136,8534,Pablo Paulino Rosario,Pablo Rosario,8,True,9,Right Defensive Midfield,96
2910,29,29,3802805,136,39120,Flavius Daniliuc,,5,True,2,Right Back,78
2911,5,5,3802809,134,3550,Flavien Tait,,20,True,15,Left Center Midfield,85
2912,7,7,3802809,134,8870,Alfred Benjamin Gomis,Alfred Gomis,16,True,1,Goalkeeper,96
2913,14,14,3802809,134,44738,Lesley Chimuanya Ugochukwu,Lesley Ugochukwu,26,False,0,Substitute,11
2914,1,1,3802818,165,4821,Quentin Boisgard,,11,False,0,Substitute,17
2915,3,3,3802818,165,7200,Fabien Lemoine,,18,False,0,Substitute,5
2916,10,10,3802818,165,29712,Ibrahima Koné,,9,True,24,Left Center Forward,70
2917,12,12,3802818,165,36553,Matthieu Dreyer,,1,True,1,Goalkeeper,96
2918,13,13,3802818,165,91207,Sambou Soumano,,22,False,0,Substitute,26
2919,15,15,3802818,165,134033,Léo Pétrot,,19,True,5,Left Center Back,96
2920,15,15,3802837,135,5518,Miguel Ángel Trauco Saavedra,Miguel Trauco,13,True,6,Left Back,96
2921,19,19,3802837,135,7608,Nelson Sissoko,Alpha Sissoko,22,True,2,Right Back,45
2922,23,23,3802837,135,35277,Yvann Macon,Yvann Maçon,27,True,21,Left Wing,89
2923,25,25,3802837,135,43072,Jean-Philippe Krasso,,14,False,0,Substitute,7
2924,27,27,3802837,135,82428,Etienne Green,,40,True,1,Goalkeeper,96
2925,28,28,3802837,135,162065,Lucas Calodat,,31,False,0,Substitute,8
2926,0,0,3802839,144,2981,Alban Lafont,,1,True,1,Goalkeeper,100
2927,1,1,3802839,144,3143,Andrei Girotto,,3,True,10,Center Defensive Midfield,100
2928,2,2,3802839,144,3235,Ludovic Blas,,10,True,13,Right Center Midfield,97
2929,3,3,3802839,144,3256,Nicolas Pallois,,4,True,5,Left Center Back,100
2930,4,4,3802839,144,3363,Marcus Coco,,11,False,0,Substitute,4
2931,5,5,3802839,144,4390,Charles Traoré,,14,False,0,Substitute,5
2932,6,6,3802839,144,6716,Sébastien Corchia,,24,False,0,Substitute,28
2933,7,7,3802839,144,7426,Jean-Charles Castelletto,,21,True,3,Right Center Back,100
2934,10,10,3802839,144,22097,Randal Kolo Muani,Randal Kolo,23,True,22,Right Center Forward,100
2935,11,11,3802839,144,22111,Dennis Appiah,,12,True,4,Center Back,100
2936,12,12,3802839,144,33205,Roli Pereira de Sa,,6,False,0,Substitute,3
2937,13,13,3802839,144,44225,Osman Bukari,,26,True,7,Right Wing Back,72
2938,14,14,3802839,144,86586,Quentin Merlin,,29,True,8,Left Wing Back,95
2939,14,14,3802902,147,3365,Valentin Rongier,,21,True,2,Right Back,74
2940,16,16,3802902,147,4433,Boubacar Kamara,,4,True,11,Left Defensive Midfield,74
2941,17,17,3802902,147,5665,Arkadiusz Milik,,9,True,23,Center Forward,81
2942,21,21,3802902,147,6981,Gerson Santos da Silva,Gerson,8,False,0,Substitute,17
2943,22,22,3802902,147,7345,Mattéo Guendouzi Olié,Mattéo Guendouzi,6,True,9,Right Defensive Midfield,98
2944,23,23,3802902,147,8105,Pol Mikel Lirola Kosok,Pol Lirola,29,True,17,Right Wing,98
2945,24,24,3802902,147,17592,William Saliba,,2,True,3,Right Center Back,98
2946,25,25,3802902,147,21026,Pape Gueye,,22,False,0,Substitute,24
2947,26,26,3802902,147,22203,Luan Peres Petroni,Luan Peres,14,True,6,Left Back,98
2948,27,27,3802902,147,39469,Konrad De La Fuente,Konrad De la Fuente,20,False,0,Substitute,24
2949,28,28,3802902,147,88123,Cheikh Ahmadou Bamba Mbacke Dieng,Bamba Dieng,12,False,0,Substitute,17
2950,14,14,3802904,146,3164,Marcelo Antônio Guedes Filho,Marcelo,15,True,4,Center Back,96
2951,15,15,3802904,146,4776,Enock Kwateng,,25,True,7,Right Wing Back,96
2952,16,16,3802904,146,4903,Yacine Adli,,19,True,21,Left Wing,82
2953,17,17,3802904,146,5661,M''Baye Babacar Niang,M'Baye Niang,10,False,0,Substitute,15
2954,18,18,3802904,146,7374,Rémi Oudin,,28,True,8,Left Wing Back,70
2955,19,19,3802904,146,8230,Josuha Guilavogui,,23,True,11,Left Defensive Midfield,96
2956,20,20,3802904,146,12588,Alberth Josué Elis Martínez,Alberth Elis,29,True,17,Right Wing,69
2957,21,21,3802904,146,15822,Javairô Dilrosun,,21,False,0,Substitute,14
2958,22,22,3802904,146,23615,Gideon Mensah,,14,False,0,Substitute,26
2959,23,23,3802904,146,25041,Gaëtan Poussin,,16,True,1,Goalkeeper,96
2960,24,24,3802904,146,27016,Stian Rode Gregersen,Stian Gregersen,2,True,3,Right Center Back,96
2961,25,25,3802904,146,27652,Anel Ahmedhodžić,,5,True,5,Left Center Back,96
2962,26,26,3802904,146,29966,Ui-Jo Hwang,Hwang Ui-jo,18,True,23,Center Forward,81
2963,27,27,3802904,146,31891,Danylo Ignatenko,,6,False,0,Substitute,27
2964,28,28,3802904,146,35447,Jean Emile Junior Onana Onana,Jean Onana,8,True,9,Right Defensive Midfield,69
2965,29,29,3802904,146,49688,Sékou Mara,,11,False,0,Substitute,27
2966,0,0,3802907,143,2990,Benjamin André,,21,True,11,Left Defensive Midfield,94
2967,5,5,3802907,143,16462,Hatem Ben Arfa,,11,True,22,Right Center Forward,71
2968,6,6,3802907,143,21551,Sven Botman,,4,True,5,Left Center Back,94
2969,7,7,3802907,143,22343,Angel Gomes,,20,False,0,Substitute,23
2970,9,9,3802907,143,24723,Edon Zhegrova,,23,False,0,Substitute,7
2971,11,11,3802907,143,29594,Gabriel Gudmundsson,,5,True,6,Left Back,94
2972,12,12,3802907,143,29991,Domagoj Bradarić,,29,False,0,Substitute,23
2973,0,0,3802930,133,2952,Yoann Salmier,,17,False,0,Substitute,18
2974,1,1,3802930,133,2987,Tristan Dingomé,,5,False,0,Substitute,6
2975,2,2,3802930,133,3419,Jessy Moulin,,40,True,1,Goalkeeper,95
2976,3,3,3802930,133,4106,Ike Ugbo,,13,True,23,Center Forward,77
2977,4,4,3802930,133,4378,Rominigue Kouamé N''Guessan,Rominigue Kouamé,6,True,9,Right Defensive Midfield,89
2978,5,5,3802930,133,7219,Florian Tardieu,,10,True,11,Left Defensive Midfield,95
2979,6,6,3802930,133,7364,Xavier Chavalerin,,24,True,21,Left Wing,95
2980,7,7,3802930,133,7505,Renaud Ripart,,20,True,17,Right Wing,95
2981,8,8,3802930,133,12064,Mama Samba Baldé,Mama Baldé,25,False,0,Substitute,18
2982,9,9,3802930,133,16078,Erik Palmer-Brown,,2,True,4,Center Back,95
2983,10,10,3802930,133,22073,Giulian Biancone,,4,True,3,Right Center Back,95
2984,11,11,3802930,133,31015,Abdu Conté,,12,True,5,Left Center Back,95
2985,12,12,3802930,133,34793,Yasser Larouci,,22,True,8,Left Wing Back,77
2986,13,13,3802930,133,35471,Issa Kabore,,29,True,7,Right Wing Back,95
2987,27,27,3802930,131,105848,Ismaël Gharbi,,35,False,0,Substitute,6
2988,4,4,3802948,131,3432,Alexandre Letellier,,60,False,0,Substitute,13
2989,16,16,3802948,141,3414,Vincent Pajot,,14,True,9,Right Defensive Midfield,95
2990,17,17,3802948,141,4777,Farid Boulaya,,10,True,21,Left Wing,70
2991,18,18,3802948,141,5655,Dylan Daniel Mahmoud Bronn,,2,True,3,Right Center Back,95
2992,19,19,3802948,141,7295,Sikou Niakate,Sikou Niakaté,4,False,0,Substitute,41
2993,20,20,3802948,141,7536,Didier Lamkel Zé,Didier Lamkel Zé,22,True,23,Center Forward,70
2994,21,21,3802948,141,22318,Marc-Aurèle Caillard,,30,True,1,Goalkeeper,95
2995,22,22,3802948,141,23331,Boubakar Kouyate,Kiki Kouyaté,23,True,4,Center Back,95
2996,23,23,3802948,141,30447,Jean-Armel Kana-Biyik,,27,True,5,Left Center Back,54
2997,24,24,3802948,141,41052,Fali Candé,,13,True,8,Left Wing Back,95
2998,25,25,3802948,141,49163,Louis Didace Mafouta,,34,False,0,Substitute,25
2999,26,26,3802948,141,50498,Pape Matar Sarr,Pape Sarr,15,True,17,Right Wing,95
3000,27,27,3802948,141,58878,Boubacar Traore,,8,True,11,Left Defensive Midfield,56
3001,28,28,3802948,141,86899,William Mikelbrencis,,25,True,7,Right Wing Back,55
3002,29,29,3802948,141,90954,Lenny Joseph,,24,False,0,Substitute,25
3003,30,30,3802948,141,134918,Amadou Salif Mbengue,,33,False,0,Substitute,40
3004,17,17,3802983,147,5243,Amine Harit,,7,False,0,Substitute,56
3005,2,2,3802984,144,3149,Wylan Jean-Claude Cyprien,,8,False,0,Substitute,18
3006,5,5,3802984,144,4403,Kalifa Coulibaly,,7,True,23,Center Forward,59
