,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played
1811,18,18,3753972,26,3449,Wayne Routledge,,15,True,17,Right Wing,72
1812,19,19,3753972,26,3605,Sung-Yeung Ki,Ki Sung-Yeung,4,True,11,Left Defensive Midfield,97
1813,20,20,3753972,26,3644,Ashley Williams,,6,True,5,Left Center Back,97
1814,21,21,3753972,26,3944,Gylfi Þór Sigurðsson,Gylfi Sigurðsson,23,False,0,Substitute,25
1815,22,22,3753972,26,4631,Leon Britton,,7,True,9,Right Defensive Midfield,72
1816,23,23,3753972,26,4726,Kyle Bartley,,27,True,3,Right Center Back,97
1817,24,24,3753972,26,7063,Jefferson Antonio Montero Vite,Jefferson Montero,20,False,0,Substitute,25
1818,25,25,3753972,26,9627,Neil Taylor,,3,True,6,Left Back,97
1819,26,26,3753972,26,15996,Éderzito António Macedo Lopes,Éder,17,True,23,Center Forward,75
1820,27,27,3753972,26,20521,Bafétimbi Gomis,,18,False,0,Substitute,22
1821,0,0,3753973,33,2956,Bertrand Isidore Traoré,Bertrand Traoré,14,False,0,Substitute,35
1822,1,1,3753973,33,3472,Willian Borges da Silva,Willian,22,True,17,Right Wing,101
1823,3,3,3753973,33,3504,Ruben Loftus-Cheek,,36,False,0,Substitute,14
1824,7,7,3753973,33,3957,César Azpilicueta Tanco,César Azpilicueta,28,True,6,Left Back,101
1825,10,10,3753973,33,5594,Branislav Ivanović,,2,True,2,Right Back,101
1826,11,11,3753973,33,6623,Loïc Rémy,,18,True,23,Center Forward,66
1827,13,13,3753973,33,40122,Oscar dos Santos Emboaba Júnior,Oscar,8,True,19,Center Attacking Midfield,87
1828,14,14,3753973,40,3062,Aaron Cresswell,,3,True,6,Left Back,101
1829,15,15,3753973,40,3349,Michail Antonio,,30,True,2,Right Back,101
1830,16,16,3753973,40,3491,Dimitri Payet,,27,True,16,Left Midfield,101
1831,17,17,3753973,40,3595,Manuel Lanzini,,28,True,15,Left Center Midfield,85
1832,18,18,3753973,40,3623,Adrián San Miguel del Castillo,Adrián,13,True,1,Goalkeeper,101
1833,19,19,3753973,40,3684,Cheikhou Kouyaté,,8,True,10,Center Defensive Midfield,101
1834,20,20,3753973,40,3843,Angelo Obinze Ogbonna,Angelo Ogbonna,21,True,5,Left Center Back,101
1835,21,21,3753973,40,3874,Mark Noble,,16,True,13,Right Center Midfield,101
1836,22,22,3753973,40,3897,Pedro Mba Obiang Avomo,Pedro Obiang,14,False,0,Substitute,16
1837,23,23,3753973,40,3962,Diafra Sakho,,15,True,23,Center Forward,63
1838,24,24,3753973,40,4271,Andy Carroll,,9,False,0,Substitute,38
1839,25,25,3753973,40,4280,Winston Reid,,2,True,3,Right Center Back,101
1840,26,26,3753973,40,28559,Enner Remberto Valencia Lastra,Enner Valencia,11,True,12,Right Midfield,78
1841,27,27,3753973,40,128704,Emmanuel Emenike,,29,False,0,Substitute,23
1842,0,0,3753974,37,3044,Chancel Mbemba Mangulu,Chancel Mbemba,18,True,3,Right Center Back,94
1843,1,1,3753974,37,3065,Paul Dummett,,3,True,6,Left Back,94
1844,2,2,3753974,37,3076,Ayoze Pérez Gutiérrez,Ayoze Pérez,17,True,19,Center Attacking Midfield,87
1845,4,4,3753974,37,3096,Rob Elliot,,21,True,1,Goalkeeper,94
1846,5,5,3753974,37,3254,Florian Thauvin,,20,False,0,Substitute,7
1847,7,7,3753974,37,3650,Daryl Janmaat,,22,True,2,Right Back,94
1848,8,8,3753974,37,4269,Aleksandar Mitrović,,45,True,23,Center Forward,94
1849,9,9,3753974,37,9649,Jack Colback,,4,True,11,Left Defensive Midfield,94
1850,10,10,3753974,37,16072,Vurnon Anita,,8,True,9,Right Defensive Midfield,94
1851,11,11,3753974,37,26207,Fabricio Coloccini,Fabricio Coloccini,2,True,5,Left Center Back,94
1852,12,12,3753974,29,3244,John Stones,,5,True,3,Right Center Back,94
1853,13,13,3753974,29,3289,Romelu Lukaku Menama,Romelu Lukaku,10,True,23,Center Forward,94
1854,14,14,3753974,29,3476,Muhamed Bešić,,17,False,0,Substitute,25
1855,15,15,3753974,29,3518,Leighton Baines,,3,True,6,Left Back,94
1856,17,17,3753974,29,3683,Tom Cleverley,,15,True,15,Left Center Midfield,94
1857,20,20,3753974,29,4275,Ross Barkley,,20,True,13,Right Center Midfield,69
1858,21,21,3753974,29,4317,Kevin Mirallas,,11,True,21,Left Wing,85
1859,22,22,3753974,29,4589,Séamus Coleman,,23,True,2,Right Back,94
1860,25,25,3753974,29,42947,Leon Osman,,21,False,0,Substitute,9
1861,2,2,3753975,28,3278,Benik Afobe,,20,True,23,Center Forward,65
1862,10,10,3753975,28,3646,Marc Pugh,,7,True,16,Left Midfield,57
1863,12,12,3753975,28,9593,Lewis Grabban,,28,False,0,Substitute,30
1864,13,13,3753975,28,20074,Artur Boruc,,1,True,1,Goalkeeper,95
1865,14,14,3753975,41,3321,Patrick van Aanholt,,3,True,6,Left Back,95
1866,16,16,3753975,41,4429,Yann Gérard M''Vila,Yann M'Vila,21,True,11,Left Defensive Midfield,95
1867,17,17,3753975,41,7171,Fabio Borini,,9,True,21,Left Wing,66
1868,18,18,3753975,41,9539,Vito Mannone,,25,True,1,Goalkeeper,95
1869,19,19,3753975,41,10503,Billy Jones,,2,True,2,Right Back,95
1870,20,20,3753975,41,10783,Lee Cattermole,,6,True,9,Right Defensive Midfield,95
1871,21,21,3753975,41,16457,Jeremain Lens,,17,True,19,Center Attacking Midfield,88
1872,23,23,3753975,41,18751,Jack Rodwell,,8,False,0,Substitute,7
1873,24,24,3753975,41,22281,Duncan Watmore,,41,False,0,Substitute,29
1874,26,26,3753975,41,42902,Adam Johnson,,11,True,17,Right Wing,95
1875,4,4,3753976,26,3462,Jack Frank Porteous Cork,Jack Cork,24,True,10,Center Defensive Midfield,96
1876,8,8,3753976,26,3973,Àngel Rangel Zaragoza,Àngel Rangel,22,False,0,Substitute,6
1877,9,9,3753976,26,4045,Leroy Fer,,8,True,13,Right Center Midfield,71
1878,10,10,3753976,26,4093,Jay Fulton,,56,False,0,Substitute,25
1879,12,12,3753976,26,9629,Stephen Kingsley,,35,True,6,Left Back,96
1880,17,17,3753976,1,3475,Per Mertesacker,,4,True,3,Right Center Back,96
1881,18,18,3753976,1,3496,Mesut Özil,,11,True,19,Center Attacking Midfield,96
1882,20,20,3753976,1,3511,Héctor Bellerín Moruno,Héctor Bellerín,24,True,2,Right Back,96
1883,21,21,3753976,1,3517,Aaron Ramsey,,16,True,9,Right Defensive Midfield,96
1884,22,22,3753976,1,3569,Daniel Nii Tackie Mensah Welbeck,Danny Welbeck,23,False,0,Substitute,32
1885,23,23,3753976,1,3604,Olivier Giroud,,12,True,23,Center Forward,96
1886,24,24,3753976,1,3668,Theo Walcott,,14,False,0,Substitute,21
1887,25,25,3753976,1,5581,Joel Nathaniel Campbell Samuels,Joel Campbell,28,True,17,Right Wing,64
1888,0,0,3753977,23,3263,Craig Cathcart,,15,True,3,Right Center Back,95
1889,1,1,3753977,23,3288,Miguel Ángel Britos Cabrera,Miguel Britos,3,True,5,Left Center Back,95
1890,3,3,3753977,23,3306,Nathan Aké,,16,True,6,Left Back,76
1891,4,4,3753977,23,3454,Troy Deeney,,9,True,24,Left Center Forward,95
1892,5,5,3753977,23,3522,Heurelho da Silva Gomes,Heurelho Gomes,1,True,1,Goalkeeper,95
1893,6,6,3753977,23,3721,Etienne Capoue,Étienne Capoue,29,True,16,Left Midfield,95
1894,8,8,3753977,23,4828,Adlène Guédioura,,17,False,0,Substitute,40
1895,9,9,3753977,23,5458,Odion Jude Ighalo,Odion Ighalo,24,True,22,Right Center Forward,95
1896,10,10,3753977,23,5540,Valon Behrami,,8,True,9,Right Defensive Midfield,55
1897,13,13,3753977,23,40118,Ikechi Anya,,21,False,0,Substitute,19
1898,15,15,3753977,30,3325,Marko Arnautović,,10,True,21,Left Wing,84
1899,16,16,3753977,30,3480,Geoff Cameron,,20,True,3,Right Center Back,95
1900,17,17,3753977,30,3537,Jack Butland,,1,True,1,Goalkeeper,95
1901,18,18,3753977,30,3603,Mame Biram Diouf,Mame Diouf,18,False,0,Substitute,11
1902,19,19,3753977,30,3643,Phil Bardsley,,2,True,2,Right Back,95
1903,20,20,3753977,30,3670,Jonathan Walters,,19,True,17,Right Wing,95
1904,22,22,3753977,30,4632,Stephen Ireland,,7,False,0,Substitute,11
1905,25,25,3753977,30,9625,Glenn Whelan,,6,True,9,Right Defensive Midfield,95
1906,26,26,3753977,30,40121,Philipp Wollscheid,,26,True,5,Left Center Back,95
1907,2,2,3753978,26,3290,Federico Fernández,,33,True,3,Right Center Back,97
1908,14,14,3753978,25,3098,Victor Wanyama,,12,True,11,Left Defensive Midfield,97
1909,16,16,3753978,25,3328,James Ward-Prowse,,16,True,9,Right Defensive Midfield,97
1910,17,17,3753978,25,3329,Cédric Ricardo Alves Soares,Cédric Soares,2,True,2,Right Back,97
1911,20,20,3753978,25,3685,Jay Rodriguez,Jay Rodríguez,9,False,0,Substitute,21
1912,21,21,3753978,25,3828,Steven Davis,,8,True,19,Center Attacking Midfield,64
1913,22,22,3753978,25,3831,Dušan Tadić,,11,True,21,Left Wing,76
1914,23,23,3753978,25,3960,José Miguel da Rocha Fonte,José Fonte,6,True,3,Right Center Back,97
1915,25,25,3753978,25,11062,Graziano Pellè,,19,True,23,Center Forward,97
1916,27,27,3753978,25,20201,Maarten Stekelenburg,,22,True,1,Goalkeeper,97
1917,0,0,3753979,31,3277,Yohan Cabaye,,7,True,9,Right Defensive Midfield,97
1918,1,1,3753979,31,3407,Scott Dann,,6,True,3,Right Center Back,97
1919,2,2,3753979,31,3443,Joel Ward,,2,True,2,Right Back,97
1920,3,3,3753979,31,3464,James McArthur,,18,True,11,Left Defensive Midfield,97
1921,4,4,3753979,31,3469,Bakary Sako,,26,False,0,Substitute,70
1922,5,5,3753979,31,3488,Wayne Hennessey,,13,True,1,Goalkeeper,97
1923,6,6,3753979,31,3507,Wilfried Zaha,,11,True,17,Right Wing,97
1924,7,7,3753979,31,3589,Yannick Bolasie Yala,Yannick Bolasie,10,True,21,Left Wing,97
1925,8,8,3753979,31,3693,Damien Delaney,,27,True,5,Left Center Back,97
1926,9,9,3753979,31,4884,Pape N''Diaye Souaré,Pape Souaré,23,True,6,Left Back,97
1927,10,10,3753979,31,10457,Patrick Bamford,,8,False,0,Substitute,27
1928,11,11,3753979,31,19688,Jason Puncheon,,42,True,19,Center Attacking Midfield,45
1929,12,12,3753979,31,20641,Connor Wickham,,21,True,23,Center Forward,77
1930,13,13,3753979,31,50245,Marouane Chamakh,,29,False,0,Substitute,20
1931,16,16,3753979,41,4217,Danny Graham,,19,False,0,Substitute,10
1932,18,18,3753979,41,4746,Younes Kaboul,Younès Kaboul,15,True,5,Left Center Back,97
1933,19,19,3753979,41,5617,Sebastian Larsson,,7,True,13,Right Center Midfield,61
1934,20,20,3753979,41,6300,Sebastián Coates Nión,Sebastián Coates,22,True,3,Right Center Back,97
1935,21,21,3753979,41,6871,Costel Fane Pantilimon,Costel Pantilimon,1,True,1,Goalkeeper,97
1936,22,22,3753979,41,9554,Steven Fletcher,,26,True,22,Right Center Forward,60
1937,4,4,3753980,29,3607,James McCarthy,,16,True,13,Right Center Midfield,96
1938,12,12,3753980,29,20046,Phil Jagielka,,6,True,3,Right Center Back,96
1939,14,14,3753980,1,3394,Laurent Koscielny,,6,True,5,Left Center Back,96
1940,19,19,3753980,1,3528,Kieran Gibbs,,3,False,0,Substitute,21
1941,20,20,3753980,1,3568,Mohamed Naser Elsayed Elneny,Mohamed Elneny,35,True,9,Right Defensive Midfield,96
1942,23,23,3753980,1,3647,Alex Iwobi,,45,True,21,Left Wing,86
1943,24,24,3753980,1,3713,Calum Chambers,,21,False,0,Substitute,10
1944,25,25,3753980,1,4276,David Ospina Ramírez,David Ospina,13,True,1,Goalkeeper,96
1945,0,0,3753981,59,3041,Ciaran Clark,,6,False,0,Substitute,3
1946,1,1,3753981,59,3436,Idrissa Gana Gueye,Idrissa Gueye,8,True,10,Center Defensive Midfield,94
1947,2,2,3753981,59,3450,Jordan Ayew,,19,True,21,Left Wing,94
1948,3,3,3753981,59,3583,Ashley Westwood,,15,True,15,Left Center Midfield,94
1949,5,5,3753981,59,7153,Jordan Veretout,,17,True,13,Right Center Midfield,94
1950,6,6,3753981,59,9533,Leandro Bacuna,,7,True,2,Right Back,94
1951,7,7,3753981,59,18672,Mark Bunn,,31,True,1,Goalkeeper,94
1952,8,8,3753981,59,20285,Joleon Lescott,,16,True,5,Left Center Back,94
1953,9,9,3753981,59,24380,Tetchi Jores Charlemagne Ulrich Okore,,5,True,3,Right Center Back,94
1954,10,10,3753981,59,27146,Aly Cissokho,,43,True,6,Left Back,94
1955,11,11,3753981,59,28247,Libor Kozák,,27,True,23,Center Forward,94
1956,20,20,3753981,31,4817,Joe Ledley,,28,True,15,Left Center Midfield,45
1957,22,22,3753981,31,5489,Mile Jedinak,,15,False,0,Substitute,16
1958,4,4,3753982,25,3651,Matt Targett,,33,True,8,Left Wing Back,45
1959,9,9,3753982,25,3966,Charlie Austin,,28,False,0,Substitute,23
1960,10,10,3753982,25,3970,Fraser Forster,,44,True,1,Goalkeeper,96
1961,12,12,3753982,25,16181,Jordy Clasie,,4,True,9,Right Defensive Midfield,73
1962,14,14,3753982,22,3270,Danny Simpson,,17,True,2,Right Back,96
1963,15,15,3753982,22,3307,Marc Albrighton,,11,True,16,Left Midfield,90
1964,16,16,3753982,22,3312,Demarai Gray,,22,False,0,Substitute,17
1965,17,17,3753982,22,3631,Nathan Dyer,,24,False,0,Substitute,6
1966,18,18,3753982,22,3662,Danny Drinkwater,,4,True,9,Right Defensive Midfield,96
1967,19,19,3753982,22,3671,José Leonardo Ulloa,Leonardo Ulloa,23,False,0,Substitute,32
1968,20,20,3753982,22,3810,Shinji Okazaki,,20,True,22,Right Center Forward,64
1969,21,21,3753982,22,3812,Christian Fuchs,,28,True,6,Left Back,96
1970,22,22,3753982,22,3813,Wes Morgan,,5,True,3,Right Center Back,96
1971,23,23,3753982,22,3814,Riyad Mahrez,,26,True,12,Right Midfield,79
1972,24,24,3753982,22,3815,Kasper Schmeichel,,1,True,1,Goalkeeper,96
1973,25,25,3753982,22,3961,N''Golo Kanté,N'Golo Kanté,14,True,11,Left Defensive Midfield,96
1974,26,26,3753982,22,10960,Jamie Vardy,,9,True,24,Left Center Forward,96
1975,10,10,3753983,26,9536,Modou Barrow,,58,False,0,Substitute,17
1976,1,1,3753984,40,3316,James Tomkins,,5,True,2,Right Back,101
1977,9,9,3753984,40,4273,Reece Oxford,,35,False,0,Substitute,16
1978,11,11,3753984,40,4837,Josh Cullen,,39,False,0,Substitute,2
1979,12,12,3753984,40,20066,Darren Randolph,,1,True,1,Goalkeeper,101
1980,13,13,3753984,40,22594,Matt Jarvis,,7,False,0,Substitute,10
1981,14,14,3753984,24,3380,Christian Benteke Liolo,Christian Benteke,9,True,23,Center Forward,101
1982,22,22,3753984,24,3539,Simon Mignolet,,22,True,1,Goalkeeper,101
1983,23,23,3753984,24,3635,Jordon Ibe,,33,False,0,Substitute,20
1984,24,24,3753984,24,3654,Daniel William John Ings,Danny Ings,28,False,0,Substitute,37
1985,25,25,3753984,24,4590,Nathaniel Edwin Clyne,Nathaniel Clyne,2,True,2,Right Back,101
1986,26,26,3753984,24,7780,Lucas Pezzini Leiva,Lucas Leiva,21,True,10,Center Defensive Midfield,101
1987,27,27,3753984,24,18872,Martin Škrtel,,37,True,3,Right Center Back,101
1988,0,0,3753985,30,3467,Erik Pieters,,3,True,6,Left Back,45
1989,4,4,3753985,30,3636,Charlie Adam,,16,True,19,Center Attacking Midfield,80
1990,9,9,3753985,30,8251,Marco van Ginkel,,15,True,9,Right Defensive Midfield,95
1991,12,12,3753985,30,41082,Steve Sidwell,,21,False,0,Substitute,15
1992,13,13,3753985,30,42901,Osazemwinde Peter Odemwingie,,9,False,0,Substitute,16
1993,3,3,3753986,30,3533,Xherdan Shaqiri,,22,True,17,Right Wing,70
1994,6,6,3753986,30,4035,Ryan Shawcross,,17,True,3,Right Center Back,92
1995,10,10,3753986,30,4913,Bojan Krkíc Pérez,Bojan,27,True,19,Center Attacking Midfield,71
1996,13,13,3753986,30,41185,Jakob Haugaard,,29,True,1,Goalkeeper,92
1997,16,16,3753986,24,3529,Daniel Andre Sturridge,Daniel Sturridge,15,True,23,Center Forward,92
1998,23,23,3753986,24,10931,Joe Allen,,24,True,16,Left Midfield,77
1999,24,24,3753986,24,11992,Kevin Linford Stewart,Kevin Stewart,35,True,11,Left Defensive Midfield,92
2000,25,25,3753986,24,13200,Oluwaseyi Babajide Ojo,Sheyi Ojo,54,True,12,Right Midfield,45
2001,0,0,3753987,38,3037,Mousa Sidi Yaya Dembélé,Mousa Dembélé,19,True,17,Right Wing,78
2002,2,2,3753987,38,3086,Ben Davies,,33,True,6,Left Back,96
2003,5,5,3753987,38,3205,Kyle Walker,,2,True,2,Right Back,96
2004,6,6,3753987,38,3310,Tom Carroll,,28,False,0,Substitute,18
2005,7,7,3753987,38,3585,Erik Lamela,,11,True,19,Center Attacking Midfield,66
2006,8,8,3753987,38,4831,Nacer Chadli,,22,True,21,Left Wing,96
2007,9,9,3753987,38,8520,Nabil Bentaleb,,6,False,0,Substitute,7
2008,13,13,3753987,38,40127,Ryan Mason,,8,True,11,Left Defensive Midfield,89
2009,15,15,3753987,22,3520,Jeffrey Schlupp,,15,True,6,Left Back,96
2010,17,17,3753987,22,3665,Andrew Philip King,Andy King,10,True,13,Right Center Midfield,96
2011,25,25,3753987,22,20230,Gökhan İnler,,33,False,0,Substitute,15
2012,26,26,3753987,22,28782,Ritchie De Laet,,2,True,2,Right Back,96
2013,9,9,3753988,28,4416,Max-Alain Gradel,Max Gradel,10,True,16,Left Midfield,76
2014,12,12,3753988,28,13248,Eunan O''Kane,Eunan O'Kane,32,False,0,Substitute,50
2015,23,23,3753988,26,6950,Alberto Paloschi,,9,True,23,Center Forward,95
2016,27,27,3753988,26,43591,Marvin Emnes,,11,False,0,Substitute,15
2017,0,0,3753989,41,3196,Wahbi Khazri,,22,True,16,Left Midfield,87
2018,3,3,3753989,41,3658,DeAndre Yedlin,,24,True,2,Right Back,97
2019,10,10,3753989,41,13286,Lamine Koné,,23,True,3,Right Center Back,97
2020,11,11,3753989,41,13846,Jan Kirchhoff,,27,True,10,Center Defensive Midfield,71
2021,24,24,3753989,29,4700,Matthew Pennington,,38,True,2,Right Back,97
2022,14,14,3753990,1,3388,Jack Wilshere,,10,False,0,Substitute,11
2023,0,0,3753991,36,3052,Pablo Javier Zabaleta Girod,Pablo Zabaleta,5,True,2,Right Back,94
2024,1,1,3753991,36,3054,Fernando Luiz Rosa,Fernandinho,25,True,11,Left Defensive Midfield,55
2025,2,2,3753991,36,3064,David Josué Jiménez Silva,David Silva,21,True,19,Center Attacking Midfield,94
2026,4,4,3753991,36,3101,Vincent Kompany,,4,True,3,Right Center Back,94
2027,5,5,3753991,36,3233,Raheem Sterling,Raheem Sterling,7,True,21,Left Wing,45
2028,6,6,3753991,36,3237,Sergio Leonel Agüero del Castillo,Sergio Agüero,10,True,23,Center Forward,94
2029,7,7,3753991,36,3291,Joe Hart,,1,True,1,Goalkeeper,94
2030,8,8,3753991,36,3598,Wilfried Guemiand Bony,Wilfried Bony,14,False,0,Substitute,49
2031,9,9,3753991,36,3708,Kelechi Promise Iheanacho,Kelechi Iheanacho,72,False,0,Substitute,39
2032,10,10,3753991,36,5596,Aleksandar Kolarov,,11,False,0,Substitute,19
2033,25,25,3753991,24,10007,Jon Flanagan,,38,True,2,Right Back,94
2034,5,5,3753992,38,3534,Clinton Mua N''Jie,Clinton N'Jie,14,False,0,Substitute,31
2035,16,16,3753992,25,3590,Rhu-endly Martina,Cuco Martina,15,True,2,Right Back,99
2036,21,21,3753992,25,3842,Shane Long,,7,True,23,Center Forward,99
2037,0,0,3753993,56,3286,Nathan Redmond,,22,True,17,Right Wing,85
2038,1,1,3753993,56,4804,Bradley Johnson,,4,False,0,Substitute,32
2039,2,2,3753993,56,4807,Cameron Jerome,,10,True,23,Center Forward,70
2040,3,3,3753993,56,9452,Gary O''Neil,Gary O'Neil,28,False,0,Substitute,11
2041,4,4,3753993,56,9463,Alexander Banor Tettey,Alexander Tettey,27,True,11,Left Defensive Midfield,96
2042,5,5,3753993,56,9578,Jonathan Howson,,8,True,21,Left Wing,96
2043,7,7,3753993,56,10966,Wes Hoolahan,,14,True,19,Center Attacking Midfield,64
2044,8,8,3753993,56,10967,Robert Brady,,12,True,6,Left Back,96
2045,9,9,3753993,56,11124,Steven Whittaker,,2,True,2,Right Back,96
2046,10,10,3753993,56,16334,Graham Dorrans,,18,True,9,Right Defensive Midfield,96
2047,11,11,3753993,56,21212,Russell Martin,,5,True,3,Right Center Back,96
2048,12,12,3753993,56,23635,John Ruddy,,1,True,1,Goalkeeper,96
2049,13,13,3753993,56,31296,Sébastien Aymar Bassong Nguena,Sébastien Bassong,6,True,5,Left Center Back,96
2050,0,0,3753994,31,3092,Dwight Gayle,,16,True,22,Right Center Forward,94
2051,1,1,3753994,31,3326,Chung-Yong Lee,Lee Chung-Yong,14,False,0,Substitute,15
2052,3,3,3753994,31,3448,Martin Kelly,,34,False,0,Substitute,11
2053,5,5,3753994,31,3487,Julián Speroni,,1,True,1,Goalkeeper,94
2054,7,7,3753994,31,3731,Adrian Mariappa,,3,True,3,Right Center Back,94
2055,8,8,3753994,31,4116,Sullay Kaikai,,43,False,0,Substitute,49
2056,11,11,3753994,31,15892,Jordon Mutch,,22,True,16,Left Midfield,45
2057,13,13,3753994,31,26699,Emmanuel Adebayor,,25,True,24,Left Center Forward,94
2058,2,2,3753995,25,3300,Maya Yoshida,,3,False,0,Substitute,4
2059,14,14,3753995,33,3339,Asmir Begović,,1,True,1,Goalkeeper,96
2060,15,15,3753995,33,3381,Nemanja Matić,,21,False,0,Substitute,75
2061,16,16,3753995,33,3445,Radamel Falcao García Zárate,Falcao,9,True,23,Center Forward,96
2062,19,19,3753995,33,3621,Eden Hazard,,10,True,21,Left Wing,96
2063,26,26,3753995,33,28100,Ramires Santos do Nascimento,Ramires,7,True,9,Right Defensive Midfield,45
2064,2,2,3753996,33,3456,Kurt Happy Zouma,Kurt Zouma,5,True,3,Right Center Back,95
2065,15,15,3753996,56,3576,Martin Olsson,,23,True,6,Left Back,95
2066,17,17,3753996,56,4808,Andre Wisdom,,3,True,2,Right Back,95
2067,20,20,3753996,56,9930,Ryan Bennett,,24,True,3,Right Center Back,95
2068,24,24,3753996,56,16932,Youssouf Chafiq Mulumbu Ngangu,Youssouf Mulumbu,21,True,11,Left Defensive Midfield,73
2069,26,26,3753996,56,23663,Dieumerci Mbokani Bezua,,9,True,23,Center Forward,73
2070,5,5,3753997,59,11117,Scott Sinclair,,9,False,0,Substitute,14
2071,10,10,3753997,59,42699,Gabriel Imuetinyan Agbonlahor,Gabriel Agbonlahor,11,True,24,Left Center Forward,81
2072,11,11,3753997,59,42700,Micah Richards,,4,True,2,Right Back,95
2073,12,12,3753997,59,42701,Kieran Richardson,,18,False,0,Substitute,23
2074,16,16,3753997,40,3482,James Collins,,19,True,3,Right Center Back,95
2075,22,22,3753997,40,3963,Victor Moses,,20,False,0,Substitute,7
2076,24,24,3753997,40,20543,Nikica Jelavić,,26,False,0,Substitute,5
2077,11,11,3753998,25,7010,Gastón Exequiel Ramírez Pereyra,Gastón Ramírez,23,False,0,Substitute,21
2078,24,24,3753998,40,21254,Carl Jenkinson,,12,True,6,Left Back,95
2079,26,26,3753998,40,27853,Mauro Matías Zárate,Mauro Zárate,10,True,21,Left Wing,45
2080,2,2,3753999,23,3309,Sebastian Prödl,,5,True,3,Right Center Back,94
